,symbol,Date,Open,High,Low,Close/Last,Volume,Dividends,Stock Splits
975,QCOM,2021-03-29,122.25099034559122,122.98888962362838,119.6960339752771,121.07958984375,9750100,0.0,0.0
976,QCOM,2021-03-26,117.19641872752403,122.9981383040605,117.17797440988682,122.66608428955078,11071600,0.0,0.0
977,QCOM,2021-03-25,116.82748004906632,117.73139942374648,114.73369455100416,117.39934539794922,10460800,0.0,0.0
978,QCOM,2021-03-24,122.6660606415746,122.73061925942405,117.24251747490476,117.3070831298828,10962300,0.0,0.0
979,QCOM,2021-03-23,123.59764835953632,123.92048366779017,121.2087121160804,122.2325439453125,7425700,0.0,0.0
980,QCOM,2021-03-22,122.63838734310085,125.02732354996338,122.30633340156444,123.68065643310548,9036900,0.0,0.0
981,QCOM,2021-03-19,119.71446550292612,122.1956444930858,119.14260027518938,120.84899139404295,17599900,0.0,0.0
982,QCOM,2021-03-18,122.15875309155554,123.2287062653152,119.5945641893,119.67757415771484,9579000,0.0,0.0
983,QCOM,2021-03-17,121.11647700125842,125.07345461855202,119.61300847203997,123.52386474609376,10781500,0.0,0.0
984,QCOM,2021-03-16,122.5738446269316,124.92589278179608,122.02041656428338,123.27484130859376,10434700,0.0,0.0
985,QCOM,2021-03-15,119.96352065061755,121.53154789061934,119.09649001546424,121.42086791992188,7807200,0.0,0.0
986,QCOM,2021-03-12,119.81592577101476,120.21255241605124,117.71292913351712,119.88971710205078,9365700,0.0,0.0
987,QCOM,2021-03-11,120.8397590446062,122.89665547658532,119.91738850715608,121.51309967041016,11920200,0.0,0.0
988,QCOM,2021-03-10,120.52615279680847,120.92277943453794,117.73137127874716,117.94351959228516,12492300,0.0,0.0
989,QCOM,2021-03-09,117.5008090894575,119.83440595724176,116.52309834792078,119.08728790283205,13130200,0.0,0.0
990,QCOM,2021-03-08,118.98582325937404,119.6960526568314,113.44237324410288,113.63607025146484,15256100,0.0,0.0
991,QCOM,2021-03-05,120.75674596987932,120.98733859831424,115.66526383037323,119.67757415771484,13292000,0.0,0.0
992,QCOM,2021-03-04,122.07576429476757,123.78214159656896,116.753681566688,117.87897491455078,15831100,0.0,0.0
993,QCOM,2021-03-03,125.07344247308276,125.60840496509066,121.3286065092314,121.43930053710938,14862700,0.65,0.0
994,QCOM,2021-03-02,128.5193662703026,128.61117142063824,125.55424481345185,125.80209350585938,8693200,0.0,0.0
