,symbol,Date,Open,High,Low,Close/Last,Volume,Dividends,Stock Splits
975,INTU,2021-03-29,368.3733731223389,370.3730577131218,360.2867872404142,365.4274597167969,1631200,0.0,0.0
976,INTU,2021-03-26,360.1015061266305,367.7978847718052,358.9114414590247,367.3394165039063,2107200,0.0,0.0
977,INTU,2021-03-25,365.3592297333014,366.64684653996767,356.18989415341184,363.2522583007813,1510700,0.0,0.0
978,INTU,2021-03-24,374.88950861415896,376.7136175266098,367.4857566801758,368.0320129394531,1138300,0.0,0.0
979,INTU,2021-03-23,376.5575410389037,378.2840978162572,372.16796266407937,373.7969970703125,1154500,0.0,0.0
980,INTU,2021-03-22,372.441098385074,376.5868113791232,370.7438042382111,373.6213989257813,1468800,0.0,0.0
981,INTU,2021-03-19,365.06660698765137,375.85521295159936,364.1301719222071,371.9241027832031,4423200,0.0,0.0
982,INTU,2021-03-18,374.6456273403968,376.1673453939897,364.2959619783989,364.79345703125,1868400,0.0,0.0
983,INTU,2021-03-17,383.2102173954081,386.1170748359622,376.284431878887,382.1079406738281,1765800,0.0,0.0
984,INTU,2021-03-16,390.6822297449428,392.02837184259374,382.8590067625751,385.7171325683594,1077300,0.0,0.0
985,INTU,2021-03-15,383.7174409547558,388.2338342925638,380.8008194140806,387.102294921875,1407900,0.0,0.0
986,INTU,2021-03-12,384.5368070000781,386.8974377719248,377.8744156724049,386.234130859375,1305100,0.0,0.0
987,INTU,2021-03-11,380.8983561620776,391.18946683307297,380.7422786929047,389.3751220703125,1445300,0.0,0.0
988,INTU,2021-03-10,384.8879449480109,384.8879449480109,372.8702491963248,373.42626953125,1388800,0.0,0.0
989,INTU,2021-03-09,371.5339060194489,379.1522605188915,370.46089205430224,375.1430969238281,1770700,0.0,0.0
990,INTU,2021-03-08,372.1777909608245,378.5865538685065,360.7258464951324,361.3306579589844,1652900,0.0,0.0
991,INTU,2021-03-05,372.55807919068656,374.5772920501392,358.7553021170639,372.8312072753906,1588200,0.0,0.0
992,INTU,2021-03-04,378.8889421787892,382.45910670480487,364.4033263263599,367.0955810546875,1930000,0.0,0.0
993,INTU,2021-03-03,389.2872871657317,391.1699510887289,378.9278874764801,379.1717529296875,1369900,0.0,0.0
994,INTU,2021-03-02,396.5155259061468,396.5447885744418,388.887435939476,391.891845703125,1198400,0.0,0.0
