symbol,Date,Open,High,Low,Close/Last,Volume
EA,2025-02-12,131.31500244140625,131.3300018310547,131.14999389648438,131.1999969482422,110652
EA,2025-02-12,131.19000244140625,131.3300018310547,131.17999267578125,131.3300018310547,63347
EA,2025-02-12,131.1300048828125,131.24000549316406,131.0800018310547,131.1999969482422,37701
EA,2025-02-12,130.97000122070312,131.19000244140625,130.9199981689453,131.1300048828125,53377
EA,2025-02-12,131.1300048828125,131.1300048828125,130.91000366210938,130.97999572753906,59476
EA,2025-02-12,131.30999755859375,131.31500244140625,131.08749389648438,131.10499572753906,29631
EA,2025-02-12,131.35000610351562,131.36000061035156,131.28500366210938,131.3249969482422,21139
EA,2025-02-12,131.35000610351562,131.41000366210938,131.30999755859375,131.3350067138672,20603
EA,2025-02-12,131.52000427246094,131.52000427246094,131.33999633789062,131.36000061035156,15924
EA,2025-02-12,131.71499633789062,131.77999877929688,131.52999877929688,131.52999877929688,17227
EA,2025-02-12,131.67999267578125,131.75,131.63999938964844,131.72999572753906,9599
EA,2025-02-12,131.67999267578125,131.69500732421875,131.6300048828125,131.69000244140625,5045
EA,2025-02-12,131.74000549316406,131.74000549316406,131.64999389648438,131.64999389648438,7015
EA,2025-02-12,131.77999877929688,131.8300018310547,131.74000549316406,131.74000549316406,6958
EA,2025-02-12,131.7050018310547,131.85000610351562,131.6999969482422,131.8000030517578,10487
EA,2025-02-12,131.72999572753906,131.75,131.63999938964844,131.6999969482422,19164
EA,2025-02-12,131.8249969482422,131.86000061035156,131.74000549316406,131.74000549316406,14375
EA,2025-02-12,131.8249969482422,131.875,131.77999877929688,131.8000030517578,9033
EA,2025-02-12,131.7550048828125,131.875,131.75,131.83999633789062,11211
EA,2025-02-12,131.74000549316406,131.77999877929688,131.72000122070312,131.77000427246094,6482
EA,2025-02-12,131.75999450683594,131.77999877929688,131.74000549316406,131.75999450683594,5238
EA,2025-02-12,131.7050018310547,131.75999450683594,131.67999267578125,131.75999450683594,8633
EA,2025-02-12,131.75999450683594,131.75999450683594,131.67999267578125,131.67999267578125,5237
EA,2025-02-12,131.75,131.75999450683594,131.67999267578125,131.72999572753906,9436
EA,2025-02-12,131.82000732421875,131.8300018310547,131.72999572753906,131.72999572753906,8332
EA,2025-02-12,131.8800048828125,131.8800048828125,131.8000030517578,131.80499267578125,8369
EA,2025-02-12,131.8249969482422,131.9199981689453,131.8249969482422,131.88999938964844,7125
EA,2025-02-12,131.8300018310547,131.85000610351562,131.8000030517578,131.82000732421875,6121
EA,2025-02-12,131.7949981689453,131.82000732421875,131.75999450683594,131.82000732421875,7516
EA,2025-02-12,131.72000122070312,131.8000030517578,131.72000122070312,131.77999877929688,6993
EA,2025-02-12,131.8000030517578,131.8000030517578,131.7003936767578,131.72000122070312,8696
EA,2025-02-12,131.84500122070312,131.84500122070312,131.77999877929688,131.7949981689453,5496
EA,2025-02-12,131.89999389648438,131.89999389648438,131.83999633789062,131.86000061035156,5088
EA,2025-02-12,131.91000366210938,131.91000366210938,131.8300018310547,131.8800048828125,5425
EA,2025-02-12,131.9199981689453,131.9199981689453,131.8699951171875,131.8800048828125,3581
EA,2025-02-12,131.8800048828125,131.9499969482422,131.86749267578125,131.94000244140625,8705
EA,2025-02-12,131.8000030517578,131.86000061035156,131.8000030517578,131.86000061035156,3923
EA,2025-02-12,131.76499938964844,131.80999755859375,131.72000122070312,131.8000030517578,6844
EA,2025-02-12,131.83999633789062,131.83999633789062,131.75,131.75,7341
EA,2025-02-12,131.875,131.875,131.83999633789062,131.83999633789062,1880
EA,2025-02-12,131.88999938964844,131.88999938964844,131.83999633789062,131.875,3835
EA,2025-02-12,131.97999572753906,132.0,131.97000122070312,131.97000122070312,3639
EA,2025-02-12,132.00999450683594,132.05999755859375,132.00999450683594,132.00999450683594,5016
EA,2025-02-12,132.07000732421875,132.07000732421875,131.9949951171875,132.00999450683594,5927
EA,2025-02-12,132.1699981689453,132.17999267578125,132.07000732421875,132.07000732421875,5578
EA,2025-02-12,132.08999633789062,132.17999267578125,132.08999633789062,132.17999267578125,5953
EA,2025-02-12,132.02999877929688,132.08999633789062,132.00999450683594,132.0800018310547,9180
EA,2025-02-12,132.13499450683594,132.13499450683594,132.0399932861328,132.0399932861328,8174
EA,2025-02-12,132.16000366210938,132.1699981689453,132.1300048828125,132.13999938964844,4240
EA,2025-02-12,132.1300048828125,132.17999267578125,132.1300048828125,132.16000366210938,7949
EA,2025-02-12,132.10000610351562,132.1699981689453,132.10000610351562,132.1300048828125,3188
EA,2025-02-12,132.08999633789062,132.13999938964844,132.08999633789062,132.10000610351562,4934
EA,2025-02-12,132.03500366210938,132.10000610351562,132.02999877929688,132.07000732421875,12445
EA,2025-02-12,131.98500061035156,132.00999450683594,131.9600067138672,131.99000549316406,6613
EA,2025-02-12,131.9949951171875,132.02000427246094,131.97999572753906,131.98500061035156,2631
EA,2025-02-12,132.0,132.00999450683594,131.97999572753906,131.9949951171875,2771
EA,2025-02-12,132.0500030517578,132.0500030517578,131.9600067138672,131.9907989501953,12088
EA,2025-02-12,132.0800018310547,132.11000061035156,132.0800018310547,132.0800018310547,2292
EA,2025-02-12,132.1199951171875,132.1300048828125,132.0500030517578,132.0500030517578,2610
EA,2025-02-12,132.11000061035156,132.13999938964844,132.09519958496094,132.13999938964844,2857
EA,2025-02-12,132.10000610351562,132.10000610351562,132.05999755859375,132.0800018310547,6250
EA,2025-02-12,132.1300048828125,132.1300048828125,132.0500030517578,132.0500030517578,4607
