,symbol,Date,Open,High,Low,Close/Last,Volume,Dividends,Stock Splits
2455,CTSH,2015-05-12,56.20663098839559,56.4498721527598,55.55798788342435,55.9724006652832,2534900,0.0,0.0
2456,CTSH,2015-05-11,56.92734109951408,57.395805161459855,56.43185138827703,56.46788787841797,3133900,0.0,0.0
2457,CTSH,2015-05-08,55.79221940809493,56.92734135969189,55.774201162942106,56.83725357055664,4688300,0.0,0.0
2458,CTSH,2015-05-07,54.49494215347502,55.58502031985682,54.25170097445418,55.233673095703125,3419300,0.0,0.0
2459,CTSH,2015-05-06,55.2066335789485,55.44086730855929,54.01745699722337,54.61204528808594,4678700,0.0,0.0
2460,CTSH,2015-05-05,56.63905399652522,56.85526949289679,54.88231468712816,54.95438766479492,5559200,0.0,0.0
2461,CTSH,2015-05-04,57.30571361085442,59.05344546504172,56.51292806294089,56.5579719543457,11019600,0.0,0.0
2462,CTSH,2015-05-01,52.837297310276725,53.341794441165824,52.567027062581616,53.27873229980469,4953400,0.0,0.0
2463,CTSH,2015-04-30,53.76521713336361,53.963414407831166,52.594058606279866,52.73820114135742,3858500,0.0,0.0
2464,CTSH,2015-04-29,54.11655753747063,54.54898508828399,53.60304960609047,53.981422424316406,2452300,0.0,0.0
2465,CTSH,2015-04-28,53.58503200842034,54.51294925761375,53.40485300091701,54.35079193115234,4053500,0.0,0.0
2466,CTSH,2015-04-27,53.98143366764385,54.17963095844986,53.26973177513292,53.61206817626953,4896000,0.0,0.0
2467,CTSH,2015-04-24,54.64807870548793,54.64807870548793,53.73817979506266,53.81024932861328,4997400,0.0,0.0
2468,CTSH,2015-04-23,54.84628222025594,55.33276107818352,54.43186946750677,55.13456726074219,3356700,0.0,0.0
2469,CTSH,2015-04-22,55.26069445351006,55.31474919019049,54.73817564215272,55.1435775756836,2412400,0.0,0.0
2470,CTSH,2015-04-21,55.35978602876285,55.72014058414253,55.21564351928527,55.32374954223633,2714500,0.0,0.0
2471,CTSH,2015-04-20,54.945377514363706,55.3778050488625,54.7742059192758,55.080509185791016,3815600,0.0,0.0
2472,CTSH,2015-04-17,55.66608438199404,55.68410262366834,54.42285319949311,54.684112548828125,4349300,0.0,0.0
2473,CTSH,2015-04-16,56.42284956678862,56.69311639632945,56.04447325612809,56.26068878173828,2551400,0.0,0.0
2474,CTSH,2015-04-15,56.42285039420419,56.89131450937174,56.27870785389335,56.85527801513672,2320800,0.0,0.0
2475,CTSH,2015-04-14,55.68411735347858,56.43185567930189,55.31475189301979,56.41383743286133,3227600,0.0,0.0
2476,CTSH,2015-04-13,56.485911353455535,56.69311603600756,55.55799054786965,55.61204528808594,2440000,0.0,0.0
2477,CTSH,2015-04-10,56.93634676492698,56.95436500835962,56.48590098899659,56.57598876953125,2222500,0.0,0.0
2478,CTSH,2015-04-09,56.15257231222833,56.963372650321496,56.03545544773996,56.90031051635742,1715500,0.0,0.0
2479,CTSH,2015-04-08,56.02645220819757,56.68410272063132,55.78321104278305,56.34176635742188,2284000,0.0,0.0
2480,CTSH,2015-04-07,56.305731544288456,56.54897271695528,55.87330393842381,55.90032958984375,2167100,0.0,0.0
2481,CTSH,2015-04-06,55.98141306013864,56.67510012331786,55.85528876440229,56.23366165161133,3014400,0.0,0.0
2482,CTSH,2015-04-02,55.93635831236082,56.54896486139207,55.56699290220626,56.3687858581543,1916100,0.0,0.0
2483,CTSH,2015-04-01,56.26067750990073,56.30572139969479,55.40482985729967,55.83725738525391,3291700,0.0,0.0
2484,CTSH,2015-03-31,56.972394554461154,56.972394554461154,56.15258321709183,56.206634521484375,2707300,0.0,0.0
2485,CTSH,2015-03-30,56.97238932168371,57.60301072587041,56.74716640972305,57.062477111816406,2593700,0.0,0.0
2486,CTSH,2015-03-27,56.206623963190296,56.92733652495002,55.999419316473656,56.75616836547852,2767100,0.0,0.0
2487,CTSH,2015-03-26,54.59401632827756,56.792193497936346,54.50392856480507,56.33273696899414,5091500,0.0,0.0
2488,CTSH,2015-03-25,56.63905460099054,56.79220796185254,55.089523367534106,55.13456726074219,3749100,0.0,0.0
2489,CTSH,2015-03-24,57.41382501344274,57.56697838251384,56.711130619171314,56.729148864746094,3220600,0.0,0.0
2490,CTSH,2015-03-23,57.80120656643506,57.8192213736443,57.42283031909744,57.58498764038086,2022300,0.0,0.0
2491,CTSH,2015-03-20,58.21562078763581,58.278682928086624,57.49490471969124,57.71111679077149,5440100,0.0,0.0
2492,CTSH,2015-03-19,57.42282529293328,58.06245399173349,57.23363546750976,57.88227844238281,3438400,0.0,0.0
2493,CTSH,2015-03-18,56.044477206344375,57.90932292923512,55.84628335024725,57.46788787841797,3779900,0.0,0.0
2494,CTSH,2015-03-17,55.765198460602896,56.28771386757595,55.44988429878561,56.080509185791016,2512600,0.0,0.0
2495,CTSH,2015-03-16,55.53996880981702,56.20662667284786,55.53996880981702,55.88230514526367,3925300,0.0,0.0
2496,CTSH,2015-03-13,55.71113343128116,56.08049882826726,54.73816891046207,55.08951950073242,3418100,0.0,0.0
2497,CTSH,2015-03-12,54.95438568896401,55.64807260923653,54.89132355408729,55.53996658325195,2068100,0.0,0.0
2498,CTSH,2015-03-11,54.52195578175279,55.04447108185449,54.31475114234793,54.81924819946289,2785400,0.0,0.0
2499,CTSH,2015-03-10,55.07150378311923,55.224653703626565,54.47691547200317,54.63907623291016,2561000,0.0,0.0
2500,CTSH,2015-03-09,55.63006081953401,55.93636412588405,55.41384530585145,55.78321075439453,2830100,0.0,0.0
2501,CTSH,2015-03-06,55.88230962232084,56.260685913692576,55.34177599079438,55.503936767578125,2865500,0.0,0.0
2502,CTSH,2015-03-05,55.90933297392572,56.23365105759313,55.702128321876266,56.17959976196289,5565200,0.0,0.0
2503,CTSH,2015-03-04,56.44086229205856,56.548968325973085,55.38681729234808,55.90933609008789,4308300,0.0,0.0
2504,CTSH,2015-03-03,56.85526782354901,56.88229347106618,56.11653700729843,56.5579719543457,5561700,0.0,0.0
2505,CTSH,2015-03-02,56.35978678959615,56.92734609428355,56.26969555633923,56.6841049194336,2393500,0.0,0.0
2506,CTSH,2015-02-27,56.675099107232114,56.89131463649613,56.215645832911285,56.29672622680664,3565800,0.0,0.0
2507,CTSH,2015-02-26,56.45887661437188,56.84626028891125,56.08951118476793,56.566986083984375,2847400,0.0,0.0
2508,CTSH,2015-02-25,56.161583111969335,56.46788639687323,55.84627242308096,56.440860748291016,2299900,0.0,0.0
2509,CTSH,2015-02-24,55.96339286360293,56.35978742111673,55.684118628950046,56.26068878173828,2062300,0.0,0.0
2510,CTSH,2015-02-23,56.75616843816164,56.77418668180728,55.69311611946896,56.24266052246094,4550200,0.0,0.0
2511,CTSH,2015-02-20,55.91833899220858,56.82824139456512,55.29672505146147,56.801212310791016,5817800,0.0,0.0
2512,CTSH,2015-02-19,55.03546305528524,55.864281603516574,54.828258418227406,55.85527420043945,3695000,0.0,0.0
2513,CTSH,2015-02-18,54.06250445861201,55.06249470398185,53.98142407556503,55.03546905517578,3522100,0.0,0.0
2514,CTSH,2015-02-17,54.404845610854686,54.539980731558686,53.77422077528416,54.22466659545898,2900900,0.0,0.0
