Close/Last,10to50SMA,10to50EMA,MACDSIG,MACDSIGchanged,normMACDSIGindicator,RSIindicator,RSIdifIndicator,ATRindicator,BBWClsPctDifIndicator,normOBVSMAindicator,buyingPressureIndicator,isPeakIndicator
13.584667205810549,-1,-1,-1,,0,0,0,1,0,-1,-1,0
13.623332977294922,-1,1,1,2.0,0,0,0,1,0,1,1,0
13.630666732788086,-1,1,1,0.0,0,0,0,1,0,1,1,0
14.11400032043457,-1,1,1,0.0,0,0,0,1,0,1,1,0
14.473999977111816,-1,1,1,0.0,0,0,0,1,0,1,1,0
13.822667121887209,-1,1,1,0.0,0,0,0,1,0,1,1,0
13.607333183288574,-1,1,1,0.0,0,0,0,1,0,-1,1,0
13.583999633789062,-1,1,1,0.0,0,0,0,1,0,-1,-1,0
13.812666893005373,-1,1,1,0.0,0,0,0,1,0,1,1,0
13.555999755859377,-1,1,-1,-2.0,0,0,0,1,0,-1,1,0
13.155332565307615,-1,-1,-1,0.0,0,0,0,1,0,-1,-1,0
13.303999900817873,-1,-1,-1,0.0,0,0,0,1,0,-1,-1,0
13.496000289916992,-1,-1,-1,0.0,0,0,0,1,0,1,1,0
13.375332832336426,-1,-1,-1,0.0,0,0,0,1,0,-1,-1,0
12.925333023071287,-1,-1,-1,0.0,0,0,0,0,0,-1,-1,0
12.725333213806152,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1,0
12.687999725341797,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1,0
12.916000366210938,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1,0
12.73799991607666,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1,0
12.57866668701172,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1,0
13.046667098999023,-1,-1,-1,0.0,0,0,1,0,0,-1,-1,0
12.982000350952148,-1,-1,-1,0.0,0,0,0,0,0,-1,-1,0
13.380666732788086,-1,-1,1,2.0,0,0,1,0,0,-1,-1,0
13.043333053588867,-1,-1,1,0.0,0,0,0,0,0,-1,-1,0
13.20533275604248,-1,-1,1,0.0,0,1,1,0,0,-1,-1,0
13.308667182922363,-1,-1,1,0.0,0,1,0,0,0,-1,-1,0
13.447999954223633,-1,-1,1,0.0,0,0,0,0,0,-1,-1,0
12.953332901000977,-1,-1,1,0.0,0,0,0,0,0,-1,-1,0
12.694000244140623,-1,-1,1,0.0,0,0,0,0,1,-1,-1,0
12.333333015441896,-1,-1,-1,-2.0,0,0,0,0,1,-1,-1,0
12.704667091369627,-1,-1,-1,0.0,0,1,1,0,0,-1,-1,0
12.584667205810549,-1,-1,-1,0.0,0,0,0,0,1,-1,-1,0
12.505999565124512,-1,-1,-1,0.0,0,0,0,0,1,-1,-1,0
12.733332633972168,-1,-1,-1,0.0,0,1,1,0,0,-1,-1,0
13.539999961853027,-1,-1,1,2.0,0,1,1,0,2,1,-1,0
13.550000190734863,-1,-1,1,0.0,0,1,0,0,2,1,-1,0
13.844667434692385,-1,-1,1,0.0,0,1,0,0,2,1,-1,0
14.005999565124512,-1,1,1,0.0,0,2,1,0,2,1,-1,0
14.0600004196167,-1,1,1,0.0,0,2,0,0,2,1,1,0
13.985333442687988,-1,1,1,0.0,0,1,0,0,2,1,-1,0
13.830666542053224,-1,1,1,0.0,0,1,0,0,2,1,-1,0
13.85533332824707,-1,1,1,0.0,0,2,1,0,2,1,-1,0
13.779999732971191,-1,1,1,0.0,0,2,1,0,0,1,-1,0
13.78600025177002,-1,1,1,0.0,0,2,1,0,0,1,-1,0
13.684666633605955,-1,1,1,0.0,0,2,0,0,0,1,-1,0
13.96066665649414,-1,1,1,0.0,0,2,1,0,0,1,-1,0
14.629332542419434,-1,1,1,0.0,0,2,1,0,2,1,1,0
14.57333278656006,-1,1,1,0.0,0,2,0,0,2,1,1,0
14.562000274658203,-1,1,1,0.0,0,2,0,0,2,1,-1,0
15.436667442321776,1,1,1,0.0,0,2,1,0,2,1,1,0
15.36533260345459,1,1,1,0.0,0,2,0,0,2,1,1,0
15.49666690826416,1,1,1,0.0,0,2,0,0,2,1,1,0
15.06999969482422,1,1,1,0.0,0,2,0,0,2,1,1,0
15.0686674118042,1,1,1,0.0,0,2,0,0,2,1,-1,0
15.36733341217041,1,1,1,0.0,0,2,1,0,2,1,1,0
15.529999732971191,1,1,1,0.0,0,2,0,0,2,1,1,0
15.362000465393066,1,1,1,0.0,0,2,0,0,2,1,1,0
15.786666870117188,1,1,1,0.0,0,2,0,0,2,1,1,0
15.77400016784668,1,1,1,0.0,0,2,0,0,2,1,1,0
15.965999603271484,1,1,1,0.0,0,2,0,0,2,1,1,0
16.31599998474121,1,1,1,0.0,0,2,0,0,2,1,1,0
16.211999893188477,1,1,1,0.0,0,2,0,0,2,1,1,0
16.273332595825195,1,1,1,0.0,0,2,0,0,2,1,1,0
16.589332580566406,1,1,1,0.0,0,2,0,0,2,1,1,0
16.583332061767578,1,1,1,0.0,0,2,0,0,2,1,1,0
16.47599983215332,1,1,1,0.0,0,2,0,0,2,1,1,0
16.290000915527344,1,1,1,0.0,0,2,1,0,0,1,1,0
16.374666213989258,1,1,-1,-2.0,0,2,0,0,0,1,1,0
16.51533317565918,1,1,-1,0.0,0,2,0,0,2,1,1,0
16.497333526611328,1,1,-1,0.0,0,2,0,0,2,1,1,0
16.495332717895508,1,1,-1,0.0,0,2,1,0,0,-1,1,0
16.76333236694336,1,1,-1,0.0,0,2,0,0,2,1,1,0
16.719999313354492,1,1,-1,0.0,0,2,0,0,2,-1,1,0
16.6299991607666,1,1,-1,0.0,0,2,0,0,0,-1,1,0
16.55666732788086,1,1,-1,0.0,0,1,0,0,0,-1,1,0
16.599332809448242,1,1,-1,0.0,0,2,1,0,0,-1,1,0
16.39466667175293,1,1,-1,0.0,0,1,0,0,0,-1,1,0
16.609333038330078,1,1,-1,0.0,0,1,0,0,0,-1,1,0
17.086000442504883,1,1,-1,0.0,0,2,1,0,2,1,1,0
17.066667556762695,1,1,-1,0.0,0,2,0,0,2,1,1,0
16.713333129882812,1,1,-1,0.0,0,2,0,0,0,-1,1,0
16.76066780090332,1,1,-1,0.0,0,1,0,0,0,-1,1,0
16.71266746520996,1,1,-1,0.0,0,1,0,0,0,-1,1,0
16.691999435424805,1,1,-1,0.0,0,1,0,0,0,-1,1,0
16.874666213989258,1,1,-1,0.0,0,1,1,0,2,-1,1,0
17.360666275024414,1,1,-1,0.0,0,2,1,0,2,1,1,0
17.459333419799805,1,1,-1,0.0,0,2,0,0,2,1,1,0
17.500667572021484,1,1,1,2.0,0,2,1,0,2,1,1,0
17.319332122802734,1,1,1,0.0,0,2,0,0,2,1,1,0
17.844667434692383,1,1,1,0.0,0,2,1,0,2,1,1,0
17.67799949645996,1,1,1,0.0,0,2,0,0,2,1,1,0
17.91933250427246,1,1,1,0.0,0,2,0,0,2,1,1,0
17.805999755859375,1,1,1,0.0,0,2,0,0,2,1,1,0
17.468000411987305,1,1,1,0.0,0,1,0,0,0,-1,1,0
17.884000778198242,1,1,1,0.0,0,2,1,0,2,1,1,0
17.94333267211914,1,1,1,0.0,0,2,0,0,2,1,1,0
18.667999267578125,1,1,1,0.0,0,2,1,0,2,1,1,0
18.64800071716309,1,1,1,0.0,0,2,0,0,2,1,1,0
17.858667373657227,1,1,1,0.0,0,2,0,0,0,-1,1,0
16.997333526611328,1,1,-1,-2.0,0,0,0,0,0,-1,1,0
17.19466781616211,1,1,-1,0.0,0,0,0,0,0,-1,1,0
