,Close/Last,10to50SMA,10to50EMA,MACDSIG,MACDSIGchanged,normMACDSIGindicator,RSIindicator,RSIdifIndicator,ATRindicator,BBWClsPctDifIndicator,normOBVSMAindicator,buyingPressureIndicator
0,28.38048553466797,-1,-1,-1,,0,0,0,1,0,-1,-1
1,28.547971725463867,-1,1,1,2.0,0,0,0,1,0,1,1
2,28.746740341186523,-1,1,1,0.0,0,0,0,1,0,1,1
3,28.686437606811523,-1,1,1,0.0,0,0,0,1,0,1,1
4,28.92093849182129,-1,1,1,0.0,0,0,0,1,0,1,1
5,29.702587127685547,-1,1,1,0.0,0,0,0,1,0,1,1
6,29.5172176361084,-1,1,1,0.0,0,0,0,1,0,1,1
7,28.762374877929688,-1,1,1,0.0,0,0,0,1,0,1,1
8,29.126394271850582,-1,1,1,0.0,0,0,0,1,0,1,1
9,28.68867874145508,-1,1,1,0.0,0,0,0,1,0,1,1
10,28.829370498657227,-1,1,1,0.0,0,0,0,1,0,1,1
11,28.88966941833496,-1,1,1,0.0,0,0,0,1,0,1,1
12,28.7065372467041,-1,1,-1,-2.0,0,0,0,1,0,1,1
13,28.230857849121094,-1,1,-1,0.0,0,0,0,1,0,1,1
14,28.273283004760746,-1,1,-1,0.0,0,0,0,0,0,1,1
15,28.39388084411621,-1,1,-1,0.0,0,0,0,0,0,1,1
16,27.80652618408203,-1,-1,-1,0.0,0,-1,0,0,0,1,1
17,27.29957389831543,-1,-1,-1,0.0,0,-1,0,0,0,1,1
18,27.793127059936523,-1,-1,-1,0.0,0,-1,1,0,0,1,1
19,27.60107040405273,-1,-1,-1,0.0,0,-1,0,0,1,-1,1
20,27.9047908782959,-1,-1,-1,0.0,0,-1,1,0,0,1,1
21,28.37154960632324,-1,-1,-1,0.0,0,0,1,0,0,1,1
22,28.69090843200684,-1,-1,-1,0.0,0,0,0,0,0,1,1
23,28.474288940429688,-1,-1,1,2.0,0,0,0,0,0,1,1
24,28.1169548034668,-1,-1,1,0.0,0,0,0,0,0,1,1
25,28.409517288208008,-1,-1,1,0.0,0,0,0,0,0,1,1
26,28.293386459350582,-1,-1,1,0.0,0,0,0,0,0,1,1
27,27.55416679382324,-1,-1,-1,-2.0,0,0,0,0,1,-1,1
28,27.74623680114746,-1,-1,-1,0.0,0,0,0,0,0,1,1
29,27.52513694763184,-1,-1,-1,0.0,0,0,0,0,1,-1,1
30,28.2219181060791,-1,-1,-1,0.0,0,1,1,0,0,1,1
31,27.78866004943848,-1,-1,-1,0.0,0,1,0,0,0,-1,1
32,27.74845695495605,-1,-1,-1,0.0,0,0,0,0,0,-1,1
33,27.98743438720703,-1,-1,-1,0.0,0,1,1,0,0,-1,1
34,28.44078254699707,-1,-1,1,2.0,0,1,0,0,2,1,1
35,28.141521453857425,-1,-1,1,0.0,0,0,0,0,0,-1,1
36,28.049955368041992,-1,-1,1,0.0,0,0,0,0,0,-1,1
37,28.26434898376465,-1,-1,1,0.0,0,0,1,0,0,-1,1
38,28.38494300842285,-1,-1,1,0.0,0,1,1,0,0,1,1
39,28.3291130065918,-1,-1,1,0.0,0,0,0,0,0,-1,1
40,28.20628547668457,-1,-1,1,0.0,0,0,0,0,0,-1,1
41,28.3134822845459,-1,-1,1,0.0,0,2,1,0,0,-1,1
42,28.17725372314453,-1,-1,1,0.0,0,1,0,0,0,-1,1
43,27.86012458801269,-1,-1,1,0.0,0,1,0,0,0,-1,1
44,28.49660873413086,-1,-1,1,0.0,0,1,0,0,2,-1,1
45,28.34251594543457,-1,-1,1,0.0,0,1,1,0,0,-1,1
46,28.72440719604492,-1,1,1,0.0,0,2,1,0,2,-1,1
47,28.95890617370605,-1,1,1,0.0,0,2,0,0,2,1,1
48,29.09513664245605,-1,1,1,0.0,0,2,0,0,2,1,1
49,29.62442398071289,1,1,1,0.0,0,2,1,0,2,1,1
50,29.157663345336918,1,1,1,0.0,0,2,0,0,2,1,1
51,28.728872299194336,1,1,1,0.0,0,1,0,0,0,-1,1
52,27.94945907592773,1,1,1,0.0,0,0,0,0,1,-1,-1
53,28.7981014251709,1,1,1,0.0,0,1,1,0,0,-1,1
54,28.74227333068848,1,1,1,0.0,0,1,0,0,0,-1,-1
55,28.09462547302246,1,1,-1,-2.0,0,0,0,0,0,-1,-1
56,27.918190002441406,1,1,-1,0.0,0,0,0,0,1,-1,-1
57,28.09087371826172,1,1,-1,0.0,0,1,1,0,0,-1,-1
58,28.62012481689453,1,1,-1,0.0,0,1,0,0,0,-1,-1
59,28.328590393066406,1,1,-1,0.0,0,0,0,0,0,-1,-1
60,28.227678298950195,1,-1,-1,0.0,0,0,0,0,0,-1,-1
61,28.259071350097656,1,-1,-1,0.0,0,0,0,0,0,-1,-1
62,28.91839408874512,1,1,-1,0.0,0,0,1,0,0,-1,-1
63,28.878034591674805,1,1,1,2.0,0,0,0,0,0,-1,-1
64,29.196481704711918,1,1,1,0.0,0,1,1,0,2,-1,-1
65,29.16956901550293,1,1,1,0.0,0,1,1,0,2,-1,-1
66,29.167320251464844,1,1,1,0.0,0,2,1,0,0,-1,-1
67,29.465585708618164,1,1,1,0.0,0,1,0,0,2,-1,-1
68,29.72348976135254,1,1,1,0.0,0,2,1,0,2,-1,-1
69,29.06864547729492,1,1,1,0.0,0,2,0,0,0,-1,-1
70,29.611366271972656,1,1,1,0.0,0,2,1,0,2,-1,-1
71,29.553058624267575,1,1,1,0.0,0,2,0,0,2,-1,-1
72,29.2166690826416,1,1,1,0.0,0,1,0,0,0,-1,-1
73,29.274978637695312,1,1,1,0.0,0,2,1,0,0,-1,-1
74,29.144899368286133,1,1,1,0.0,0,2,0,0,0,-1,-1
75,29.1807804107666,1,1,-1,-2.0,0,2,0,0,0,-1,-1
76,29.01034164428711,1,1,-1,0.0,0,1,0,0,0,-1,-1
77,28.85111618041992,1,1,-1,0.0,0,0,0,0,0,-1,-1
78,28.66049575805664,1,1,-1,0.0,0,0,0,0,0,-1,-1
79,28.57527732849121,1,1,-1,0.0,0,0,0,0,1,-1,-1
80,28.90270233154297,1,1,-1,0.0,0,0,1,0,0,-1,-1
81,28.83766746520996,1,1,-1,0.0,0,-1,0,0,0,-1,-1
82,28.51921272277832,1,1,-1,0.0,0,-1,0,0,1,-1,-1
83,28.4631462097168,1,1,-1,0.0,0,-1,1,0,1,-1,-1
84,28.61564064025879,1,1,-1,0.0,0,-1,0,0,1,-1,-1
85,28.548364639282227,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
86,28.678436279296875,-1,-1,-1,0.0,0,-1,1,0,0,-1,-1
87,28.391382217407227,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
88,28.617891311645508,-1,-1,-1,0.0,0,-1,1,0,0,-1,-1
89,28.48781394958496,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
90,28.73002052307129,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
91,28.593225479125977,-1,-1,-1,0.0,0,0,0,0,0,-1,-1
92,28.425024032592773,-1,-1,-1,0.0,0,0,0,0,1,-1,-1
93,27.92716217041016,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
94,28.128999710083008,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
95,28.391382217407227,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
96,28.35550880432129,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
97,28.2568302154541,-1,-1,-1,0.0,0,0,0,0,1,-1,-1
98,28.18730926513672,-1,-1,-1,0.0,0,0,0,0,1,-1,-1
99,27.48761367797852,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
100,26.926965713500977,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
101,27.646833419799805,-1,-1,-1,0.0,0,0,1,0,1,-1,-1
102,28.180578231811523,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
103,28.16936492919922,-1,-1,-1,0.0,0,0,0,0,0,-1,-1
104,28.44072532653809,-1,-1,1,2.0,0,0,0,0,0,-1,-1
105,28.81972312927246,-1,-1,1,0.0,0,1,1,0,2,-1,-1
106,29.06864547729492,-1,-1,1,0.0,0,1,1,0,2,-1,-1
107,29.61808967590332,-1,1,1,0.0,0,2,1,0,2,1,-1
108,29.322065353393555,-1,1,1,0.0,0,2,0,0,2,-1,-1
109,28.081899642944336,-1,1,1,0.0,0,0,0,0,0,-1,-1
110,28.06844520568848,-1,-1,1,0.0,0,0,0,0,0,-1,-1
111,27.92043876647949,-1,-1,1,0.0,0,0,0,0,0,-1,-1
112,27.53246307373047,-1,-1,-1,-2.0,0,0,0,0,1,-1,-1
113,27.66926383972168,-1,-1,-1,0.0,0,1,1,0,0,-1,-1
114,27.5817985534668,-1,-1,-1,0.0,0,1,1,0,0,-1,-1
115,27.44276428222656,-1,-1,-1,0.0,0,0,0,0,1,-1,-1
116,27.202800750732425,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
117,26.56141662597656,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
118,25.709228515625,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
119,25.87967109680176,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
120,25.93598747253418,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
121,26.023834228515625,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
122,26.969995498657227,-1,-1,-1,0.0,0,-1,1,0,0,-1,-1
123,25.5665340423584,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
124,25.96076202392578,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
125,25.94049453735352,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
126,26.12296485900879,-1,-1,-1,0.0,0,-1,1,0,0,-1,-1
127,26.393295288085938,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1
128,26.24460792541504,-1,-1,1,2.0,0,-1,0,0,0,-1,-1
129,25.90895271301269,-1,-1,1,0.0,0,-1,0,0,0,-1,-1
130,25.37730026245117,-1,-1,-1,-2.0,0,-1,0,0,1,-1,-1
131,23.82514953613281,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
132,23.23042678833008,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
133,23.37009620666504,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
134,24.71048355102539,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
135,25.43812561035156,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
136,25.52147674560547,-1,-1,1,2.0,0,0,0,0,0,1,-1
137,25.402076721191406,-1,-1,1,0.0,0,0,1,0,0,-1,-1
138,24.26669311523437,-1,-1,1,0.0,0,-1,0,0,1,-1,-1
139,25.30746459960937,-1,-1,1,0.0,0,0,1,0,0,-1,-1
140,24.863672256469727,-1,-1,1,0.0,0,0,0,0,0,-1,-1
141,24.615869522094727,-1,-1,1,0.0,0,-1,0,0,0,-1,-1
142,25.30070304870605,-1,-1,1,0.0,0,0,1,0,0,-1,-1
143,24.814109802246094,-1,-1,1,0.0,0,0,0,0,0,-1,-1
144,25.359277725219727,-1,-1,1,0.0,0,0,1,0,0,-1,-1
145,25.728731155395508,-1,-1,1,0.0,0,2,1,0,0,-1,-1
146,25.97653579711914,-1,-1,1,0.0,0,2,1,0,2,1,-1
147,26.195053100585938,-1,-1,1,0.0,0,2,0,0,2,1,-1
148,26.224336624145508,-1,-1,1,0.0,0,2,0,0,2,1,-1
149,25.66340065002441,-1,-1,1,0.0,0,1,0,0,0,1,-1
150,25.557519912719727,-1,-1,1,0.0,0,1,0,0,0,-1,-1
151,25.954008102416992,-1,-1,1,0.0,0,1,1,0,0,1,-1
152,25.54625701904297,-1,-1,1,0.0,0,2,1,0,0,-1,-1
153,25.753515243530277,-1,-1,1,0.0,0,1,0,0,0,-1,-1
154,25.90669631958008,-1,-1,1,0.0,0,2,1,0,0,1,-1
155,25.84136390686035,-1,-1,1,0.0,0,2,0,0,0,-1,-1
156,25.329992294311523,-1,-1,1,0.0,0,1,0,0,0,-1,-1
157,24.568559646606445,-1,-1,-1,-2.0,0,0,0,0,1,-1,-1
158,24.84790802001953,-1,-1,-1,0.0,0,0,0,0,1,-1,-1
159,24.685705184936523,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
160,24.86592102050781,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
161,24.95603370666504,-1,-1,-1,0.0,0,-1,0,0,0,1,-1
162,25.07542610168457,-1,-1,-1,0.0,0,-1,0,0,0,1,-1
163,24.95603370666504,-1,-1,-1,0.0,0,0,1,0,0,1,-1
164,24.66768455505371,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
165,25.257902145385746,-1,-1,-1,0.0,0,0,1,0,0,-1,-1
166,25.14076042175293,-1,-1,1,2.0,0,0,1,0,0,-1,-1
167,25.183563232421875,-1,-1,1,0.0,0,0,0,0,0,1,-1
168,24.82762908935547,-1,-1,1,0.0,0,-1,0,0,0,-1,-1
169,25.19933319091797,-1,-1,1,0.0,0,0,1,0,0,1,-1
170,25.014604568481445,-1,-1,1,0.0,0,0,1,0,0,-1,-1
171,25.17004776000977,-1,-1,1,0.0,0,1,1,0,0,-1,-1
172,25.62960624694824,-1,-1,1,0.0,0,2,0,0,2,1,-1
173,25.62735748291016,-1,-1,1,0.0,0,2,1,0,2,-1,-1
174,26.019336700439453,1,-1,1,0.0,0,2,0,0,2,1,-1
175,26.82582664489746,1,1,1,0.0,0,2,1,0,2,1,-1
176,25.969772338867188,1,1,1,0.0,0,1,0,0,2,1,-1
177,25.80532455444336,1,1,1,0.0,0,1,0,0,0,-1,-1
178,26.868623733520508,1,1,1,0.0,0,2,1,0,2,1,-1
179,27.1524715423584,1,1,1,0.0,0,2,0,0,2,1,-1
180,26.92043876647949,1,1,1,0.0,0,2,0,0,2,1,-1
181,27.298904418945312,1,1,1,0.0,0,2,0,0,2,1,-1
182,27.612030029296875,1,1,1,0.0,0,2,1,0,2,1,-1
183,27.48362922668457,1,1,1,0.0,0,2,0,0,2,1,-1
184,27.35693359375,1,1,1,0.0,0,2,0,0,2,1,-1
185,27.38860893249512,1,1,1,0.0,0,2,0,0,2,1,-1
186,27.27775382995605,1,1,1,0.0,0,2,0,0,0,1,-1
187,26.41803359985352,1,1,1,0.0,0,1,0,0,0,-1,-1
188,26.268722534179688,1,1,-1,-2.0,0,1,0,0,0,-1,-1
189,26.18048858642578,1,1,-1,0.0,0,0,0,0,0,-1,-1
190,25.415796279907227,1,1,-1,0.0,0,0,0,0,1,-1,-1
191,25.832077026367188,1,1,-1,0.0,0,1,1,0,1,-1,-1
192,25.721214294433597,1,1,-1,0.0,0,-1,0,0,1,-1,-1
193,26.535682678222656,1,1,-1,0.0,0,0,1,0,0,-1,-1
194,26.872777938842773,1,1,-1,0.0,0,0,1,0,0,-1,-1
195,26.990427017211918,1,1,-1,0.0,0,0,0,0,0,1,-1
196,26.63975524902344,1,1,-1,0.0,0,-1,0,0,0,-1,-1
197,26.89540100097656,1,1,-1,0.0,0,0,1,0,0,1,-1
198,26.70309829711914,1,1,-1,0.0,0,0,0,0,0,1,-1
199,26.65333366394043,1,1,-1,0.0,0,0,0,0,0,-1,-1
200,26.76418685913086,1,1,-1,0.0,0,0,0,0,0,1,-1
201,26.5469913482666,1,1,-1,0.0,0,1,1,0,0,-1,-1
202,26.30718231201172,1,1,-1,0.0,0,1,0,0,0,-1,-1
203,26.06283950805664,1,1,-1,0.0,0,0,0,0,0,-1,-1
204,26.929340362548828,1,1,-1,0.0,0,2,1,0,0,-1,-1
205,26.759660720825195,1,1,-1,0.0,0,2,0,0,0,-1,-1
206,26.748340606689453,1,1,-1,0.0,0,2,0,0,0,-1,-1
207,26.15786361694336,1,1,-1,0.0,0,0,0,0,0,-1,-1
208,26.28228759765625,1,1,-1,0.0,0,0,0,0,0,-1,-1
209,25.605836868286133,1,1,-1,0.0,0,-1,0,0,1,-1,-1
210,25.44746780395508,1,-1,-1,0.0,0,-1,0,0,1,-1,-1
211,24.99724769592285,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
212,25.18955421447754,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
213,24.655628204345703,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
214,23.988222122192383,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
215,24.28232765197754,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
216,24.259706497192383,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
217,24.571928024291992,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
218,24.440696716308597,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
219,24.166954040527344,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
220,24.60132598876953,-1,-1,-1,0.0,0,-1,1,0,0,-1,-1
221,24.28007125854492,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
222,23.81401634216309,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
223,23.834379196166992,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
224,23.237098693847656,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
225,22.782358169555664,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
226,21.820838928222656,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
227,21.936222076416016,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
228,22.29141998291016,-1,-1,-1,0.0,0,-1,1,0,1,-1,-1
229,22.61494255065918,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
230,22.03350830078125,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
231,22.51539802551269,-1,-1,-1,0.0,0,-1,0,0,0,-1,-1
232,21.974685668945312,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
233,21.868356704711918,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
234,21.89776039123535,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
235,21.78689956665039,-1,-1,-1,0.0,0,-1,0,0,1,-1,-1
236,22.94524955749512,-1,-1,1,2.0,0,0,1,0,0,-1,-1
237,22.49730110168457,-1,-1,1,0.0,0,-1,0,0,0,-1,-1
238,22.621728897094727,-1,-1,1,0.0,0,0,1,0,0,-1,-1
239,21.13533973693848,-1,-1,1,0.0,0,-1,0,0,1,-1,-1
