symbol,Date,Open,High,Low,Close/Last,Volume,Dividends,Stock Splits
NXPI,2025-02-13,219.2100067138672,221.27999877929688,216.63999938964844,219.625,1612725,0.0,0.0
NXPI,2025-02-12,216.39999389648438,221.49000549316406,212.6300048828125,219.7899932861328,3202400,0.0,0.0
NXPI,2025-02-11,208.32000732421875,213.63999938964844,207.63999938964844,210.97000122070312,1273200,0.0,0.0
NXPI,2025-02-10,214.1999969482422,215.07000732421875,208.75999450683594,210.0500030517578,2412300,0.0,0.0
NXPI,2025-02-07,215.47000122070312,217.86000061035156,211.27000427246094,212.92999267578125,2216400,0.0,0.0
NXPI,2025-02-06,216.5,220.6199951171875,214.66000366210938,216.82000732421875,2928700,0.0,0.0
NXPI,2025-02-05,201.75999450683594,214.1300048828125,201.5800018310547,213.24000549316406,4450700,0.0,0.0
NXPI,2025-02-04,207.83999633789062,210.0,198.8699951171875,202.39999389648438,3676500,0.0,0.0
NXPI,2025-02-03,203.0,207.0800018310547,198.2100067138672,204.72999572753906,4743100,0.0,0.0
NXPI,2025-01-31,212.0,215.85000610351562,208.30999755859375,208.5500030517578,3020100,0.0,0.0
NXPI,2025-01-30,211.63999938964844,212.75999450683594,206.80999755859375,211.38999938964844,3303700,0.0,0.0
NXPI,2025-01-29,213.22999572753906,215.74000549316406,211.74000549316406,213.00999450683594,1739300,0.0,0.0
NXPI,2025-01-28,214.0,215.7100067138672,208.3000030517578,213.42999267578125,2446500,0.0,0.0
NXPI,2025-01-27,215.00999450683594,219.74000549316406,212.3800048828125,215.0800018310547,4526800,0.0,0.0
NXPI,2025-01-24,216.4499969482422,217.4600067138672,211.57000732421875,213.42999267578125,2777200,0.0,0.0
NXPI,2025-01-23,213.6199951171875,219.91000366210938,212.69000244140625,219.8800048828125,2250800,0.0,0.0
NXPI,2025-01-22,215.19000244140625,219.63999938964844,214.00999450683594,216.08999633789062,2367500,0.0,0.0
NXPI,2025-01-21,215.0,216.75,213.3300018310547,214.8800048828125,3237900,0.0,0.0
NXPI,2025-01-17,216.41000366210938,217.4600067138672,213.97000122070312,215.36000061035156,1921200,0.0,0.0
NXPI,2025-01-16,215.25,215.4199981689453,209.77999877929688,210.75999450683594,1632400,0.0,0.0
NXPI,2025-01-15,215.25999450683594,216.66000366210938,213.49000549316406,213.55999755859375,3143400,0.0,0.0
NXPI,2025-01-14,208.5800018310547,210.64999389648438,206.72999572753906,210.6300048828125,1513400,0.0,0.0
NXPI,2025-01-13,203.1199951171875,207.2100067138672,202.25,206.8300018310547,1629700,0.0,0.0
NXPI,2025-01-10,209.6300048828125,211.32000732421875,206.3800048828125,206.75,2511100,0.0,0.0
NXPI,2025-01-08,212.13999938964844,213.32000732421875,207.33999633789062,209.72000122070312,2302600,0.0,0.0
NXPI,2025-01-07,213.8800048828125,218.94000244140625,211.24000549316406,212.5800018310547,2312200,0.0,0.0
NXPI,2025-01-06,210.00999450683594,215.91000366210938,210.00999450683594,213.41000366210938,1972700,0.0,0.0
NXPI,2025-01-03,207.3000030517578,210.13999938964844,205.0,208.86000061035156,2308100,0.0,0.0
NXPI,2025-01-02,209.61000061035156,211.60000610351562,205.22999572753906,206.2100067138672,1424300,0.0,0.0
NXPI,2024-12-31,208.74000549316406,209.49000549316406,206.33999633789062,207.85000610351562,1154500,0.0,0.0
NXPI,2024-12-30,211.5500030517578,211.9499969482422,206.7899932861328,207.47000122070312,1817900,0.0,0.0
NXPI,2024-12-27,213.3300018310547,214.9499969482422,211.6699981689453,213.75999450683594,1162100,0.0,0.0
NXPI,2024-12-26,213.0,217.3800048828125,213.0,215.0399932861328,885700,0.0,0.0
NXPI,2024-12-24,214.9199981689453,215.41000366210938,212.30999755859375,215.39999389648438,790900,0.0,0.0
NXPI,2024-12-23,210.5,214.83999633789062,210.5,214.08999633789062,1737600,0.0,0.0
NXPI,2024-12-20,205.63999938964844,213.47000122070312,204.72000122070312,210.24000549316406,6139300,0.0,0.0
NXPI,2024-12-19,212.05999755859375,213.4600067138672,206.97000122070312,207.27000427246094,2734400,0.0,0.0
NXPI,2024-12-18,219.0800018310547,223.36000061035156,209.2899932861328,210.2899932861328,3610400,0.0,0.0
NXPI,2024-12-17,220.33999633789062,223.17999267578125,217.61000061035156,219.02000427246094,3592400,0.0,0.0
NXPI,2024-12-16,217.11000061035156,220.64999389648438,214.7899932861328,218.17999267578125,2884800,0.0,0.0
NXPI,2024-12-13,216.1199951171875,218.30999755859375,215.0500030517578,216.83999633789062,2855600,0.0,0.0
NXPI,2024-12-12,218.5800018310547,219.6199951171875,215.42999267578125,217.72999572753906,1771000,0.0,0.0
NXPI,2024-12-11,220.10000610351562,221.9199981689453,217.75999450683594,219.83999633789062,2482700,0.0,0.0
NXPI,2024-12-10,224.25999450683594,224.47999572753906,217.0500030517578,217.94000244140625,1716000,0.0,0.0
NXPI,2024-12-09,217.9499969482422,225.99000549316406,217.1999969482422,223.61000061035156,2149900,0.0,0.0
NXPI,2024-12-06,218.3699951171875,220.19000244140625,217.61000061035156,218.66000366210938,2302300,0.0,0.0
NXPI,2024-12-05,222.47000122070312,223.02999877929688,216.41000366210938,216.99000549316406,2297000,0.0,0.0
NXPI,2024-12-04,231.27000427246094,231.86000061035156,222.5399932861328,223.66000366210938,2352000,0.0,0.0
NXPI,2024-12-03,230.7100067138672,232.7899932861328,228.08999633789062,228.36000061035156,2572800,0.0,0.0
NXPI,2024-12-02,229.00999450683594,236.07000732421875,228.17999267578125,233.61000061035156,2796400,0.0,0.0
NXPI,2024-11-29,227.86000061035156,232.1699981689453,226.72000122070312,229.3699951171875,1606600,0.0,0.0
NXPI,2024-11-27,228.08999633789062,229.97000122070312,222.86000061035156,226.52999877929688,1520700,0.0,0.0
NXPI,2024-11-26,237.36000061035156,238.75999450683594,226.75,228.66000366210938,2476600,0.0,0.0
NXPI,2024-11-25,229.94000244140625,235.42999267578125,227.8300018310547,233.85000610351562,2784900,0.0,0.0
NXPI,2024-11-22,227.0,227.02999877929688,223.7100067138672,226.3800048828125,1584000,0.0,0.0
NXPI,2024-11-21,222.11000061035156,226.2899932861328,219.77999877929688,224.57000732421875,1769300,0.0,0.0
NXPI,2024-11-20,217.1999969482422,220.47000122070312,216.05999755859375,220.33999633789062,2143600,0.0,0.0
NXPI,2024-11-19,218.5500030517578,220.58999633789062,217.25,219.91000366210938,1503400,0.0,0.0
NXPI,2024-11-18,217.1999969482422,220.4199981689453,216.0399932861328,220.19000244140625,2473000,0.0,0.0
NXPI,2024-11-15,221.8300018310547,223.9600067138672,216.58999633789062,217.0399932861328,2792700,0.0,0.0
NXPI,2024-11-14,223.8800048828125,225.3300018310547,221.3699951171875,223.9600067138672,2250100,0.0,0.0
NXPI,2024-11-13,221.57000732421875,225.44000244140625,221.44000244140625,222.9600067138672,3144700,0.0,0.0
NXPI,2024-11-12,225.30999755859375,226.99000549316406,221.85000610351562,224.7899932861328,2528800,0.0,0.0
NXPI,2024-11-11,230.97999572753906,231.4199981689453,223.7100067138672,227.0399932861328,2715100,0.0,0.0
NXPI,2024-11-08,233.1300048828125,235.0,227.97000122070312,233.88999938964844,2743100,0.0,0.0
NXPI,2024-11-07,237.75999450683594,238.85000610351562,231.8800048828125,236.1199951171875,3129400,0.0,0.0
NXPI,2024-11-06,228.1300048828125,233.8300018310547,226.11000061035156,231.3800048828125,3598000,0.0,0.0
NXPI,2024-11-05,220.5,224.83999633789062,216.92999267578125,224.64999389648438,5961100,0.0,0.0
NXPI,2024-11-04,237.32000732421875,239.2100067138672,235.57000732421875,236.89999389648438,2935900,0.0,0.0
NXPI,2024-11-01,234.5,240.1699981689453,234.10000610351562,238.58999633789062,2224100,0.0,0.0
NXPI,2024-10-31,244.47999572753906,244.47999572753906,231.3000030517578,234.5,3540600,0.0,0.0
NXPI,2024-10-30,249.47000122070312,253.4199981689453,245.0,245.32000732421875,2401900,0.0,0.0
NXPI,2024-10-29,250.57000732421875,256.6199951171875,249.05999755859375,255.5800018310547,2134400,0.0,0.0
NXPI,2024-10-28,239.4199981689453,251.10000610351562,238.1300048828125,249.6999969482422,2812000,0.0,0.0
NXPI,2024-10-25,240.6199951171875,246.0800018310547,240.0800018310547,243.16000366210938,2140500,0.0,0.0
NXPI,2024-10-24,238.67999267578125,241.9199981689453,235.55999755859375,239.05999755859375,1593000,0.0,0.0
NXPI,2024-10-23,236.22999572753906,239.88999938964844,233.02000427246094,236.32000732421875,2957300,0.0,0.0
NXPI,2024-10-22,229.4199981689453,232.49000549316406,227.63999938964844,231.52000427246094,2173600,0.0,0.0
NXPI,2024-10-21,231.05999755859375,232.4499969482422,227.3300018310547,230.14999389648438,1585200,0.0,0.0
NXPI,2024-10-18,236.24000549316406,236.6699981689453,232.44000244140625,233.4499969482422,1187600,0.0,0.0
NXPI,2024-10-17,238.44000244140625,238.8800048828125,232.10000610351562,232.27999877929688,2062100,0.0,0.0
NXPI,2024-10-16,236.42999267578125,237.83999633789062,232.5,232.72999572753906,1368700,0.0,0.0
NXPI,2024-10-15,242.63999938964844,244.57000732421875,230.13999938964844,232.85000610351562,3611900,0.0,0.0
NXPI,2024-10-14,240.22999572753906,243.74000549316406,237.85000610351562,243.44000244140625,1965200,0.0,0.0
NXPI,2024-10-11,233.57000732421875,240.75,233.35000610351562,238.10000610351562,1148200,0.0,0.0
NXPI,2024-10-10,234.07000732421875,236.47000122070312,232.5,236.1699981689453,1191500,0.0,0.0
NXPI,2024-10-09,233.24000549316406,238.8699951171875,233.0,238.30999755859375,1423700,0.0,0.0
NXPI,2024-10-08,234.02000427246094,236.17999267578125,232.38999938964844,234.9600067138672,1469500,0.0,0.0
NXPI,2024-10-07,236.97999572753906,237.08999633789062,232.1999969482422,234.02000427246094,1806100,0.0,0.0
NXPI,2024-10-04,239.55999755859375,239.7100067138672,231.50999450683594,234.24000549316406,1599700,0.0,0.0
NXPI,2024-10-03,232.75,234.91000366210938,230.92999267578125,233.24000549316406,1748100,0.0,0.0
NXPI,2024-10-02,232.60000610351562,238.49000549316406,230.8300018310547,235.36000061035156,1404500,0.0,0.0
NXPI,2024-10-01,238.80999755859375,239.8300018310547,230.39999389648438,232.22000122070312,2440700,0.0,0.0
NXPI,2024-09-30,237.38999938964844,240.1999969482422,236.22000122070312,240.00999450683594,2898300,0.0,0.0
NXPI,2024-09-27,245.17999267578125,246.97999572753906,242.69000244140625,244.92999267578125,2444000,0.0,0.0
NXPI,2024-09-26,242.6300048828125,244.1199951171875,234.9499969482422,242.24000549316406,2067700,0.0,0.0
NXPI,2024-09-25,231.52999877929688,235.13999938964844,231.17999267578125,233.97000122070312,1621500,0.0,0.0
NXPI,2024-09-24,234.60000610351562,239.1699981689453,230.6699981689453,233.75,1913900,0.0,0.0
NXPI,2024-09-23,232.9499969482422,234.0,230.94000244140625,231.86000061035156,1470400,0.0,0.0
NXPI,2024-09-20,233.41000366210938,234.1699981689453,228.5399932861328,231.8800048828125,6787600,0.0,0.0
NXPI,2024-09-19,238.63999938964844,242.49000549316406,235.85000610351562,238.72000122070312,3657000,0.0,0.0
NXPI,2024-09-18,233.3699951171875,238.63999938964844,230.9600067138672,231.50999450683594,2161100,0.0,0.0
NXPI,2024-09-17,232.35000610351562,234.67999267578125,229.50999450683594,232.57000732421875,1920500,0.0,0.0
NXPI,2024-09-16,227.0,230.5,225.3300018310547,230.00999450683594,1866400,0.0,0.0
NXPI,2024-09-13,228.11000061035156,231.8800048828125,227.0399932861328,229.92999267578125,3017600,0.0,0.0
NXPI,2024-09-12,228.00999450683594,229.24000549316406,222.3699951171875,225.13999938964844,2532900,1.014,0.0
NXPI,2024-09-11,223.37458568650868,230.31397386030773,219.13330156544163,229.85598754882812,3876600,0.0,0.0
NXPI,2024-09-10,226.38132670113248,227.91455616607712,220.5669650826264,224.20094299316406,2910900,0.0,0.0
NXPI,2024-09-09,229.08938476874303,230.05512565088728,225.73417580212774,229.58718872070312,2549300,0.0,0.0
NXPI,2024-09-06,235.13272351857867,235.43140893658523,224.68879084103312,225.70431518554688,3035500,0.0,0.0
NXPI,2024-09-05,235.13271416411803,238.77664269693176,233.63930232527017,235.66038513183594,1976800,0.0,0.0
NXPI,2024-09-04,232.9822085016529,239.2744579726476,231.06069247006994,237.8109130859375,2492300,0.0,0.0
NXPI,2024-09-03,250.1365293070022,251.13213718726794,233.89815201878062,235.10284423828125,3464100,0.0,0.0
NXPI,2024-08-30,253.67092756056908,256.47853391011535,250.8931882323755,255.23402404785156,2696400,0.0,0.0
NXPI,2024-08-29,248.22496892672652,253.13330858180848,246.39303884493134,247.6873321533203,1666500,0.0,0.0
NXPI,2024-08-28,251.26155680345863,252.25716468737838,243.8243646952365,245.82554626464844,1439400,0.0,0.0
NXPI,2024-08-27,246.31338793797977,253.42202772345715,244.96932639047225,251.61997985839844,1653400,0.0,0.0
NXPI,2024-08-26,250.19627000951263,250.92305952775843,247.1397464436804,248.74267578125,2041900,0.0,0.0
NXPI,2024-08-23,250.07678789360662,253.15322788558117,247.33886613725437,251.5204315185547,2568300,0.0,0.0
NXPI,2024-08-22,253.86010737874875,254.24839386628793,243.13742084140878,244.28236389160156,3142400,0.0,0.0
NXPI,2024-08-21,255.48292492375,258.59918246684987,249.90752987980088,253.1930389404297,2218600,0.0,0.0
NXPI,2024-08-20,255.45306603827382,256.24957060219623,251.4407825388845,252.90432739257812,1516400,0.0,0.0
NXPI,2024-08-19,251.4606941573898,257.28500643896115,249.54911362395845,257.10577392578125,1381400,0.0,0.0
NXPI,2024-08-16,250.88324290500455,254.6565902024591,248.94179532557817,253.32247924804688,1523900,0.0,0.0
NXPI,2024-08-15,249.51925683014926,253.6410730902578,246.2735804177955,252.13771057128906,2790100,0.0,0.0
NXPI,2024-08-14,246.70168260962353,247.79685741074954,240.20036403365066,242.56991577148438,1785900,0.0,0.0
NXPI,2024-08-13,240.3994955946092,247.51808616209905,240.04107613492275,246.92071533203125,2323300,0.0,0.0
NXPI,2024-08-12,241.63403144361138,242.05218493367025,235.98893654016013,239.10519409179688,2299100,0.0,0.0
NXPI,2024-08-09,241.31545070619026,242.83872959705607,238.01002514446103,240.95703125,1089200,0.0,0.0
NXPI,2024-08-08,235.66038757518862,244.8797264786631,231.97664137285793,244.1628875732422,2776000,0.0,0.0
NXPI,2024-08-07,242.4603904169402,243.44604770594225,227.29728636956574,228.28292846679688,2678100,0.0,0.0
NXPI,2024-08-06,236.19802602586742,241.95263853004383,233.3207197737792,235.72012329101562,1854900,0.0,0.0
NXPI,2024-08-05,231.01090842651976,240.91720436216247,228.0141340049313,234.37606811523438,3227500,0.0,0.0
NXPI,2024-08-02,235.112801300446,237.86068884812525,230.06507710869045,236.70578002929688,4567000,0.0,0.0
NXPI,2024-08-01,256.87679982512657,259.4653560162053,240.33973707556393,242.54998779296875,4006600,0.0,0.0
NXPI,2024-07-31,257.7031474504264,263.3781246836214,254.06918466025937,262.0041809082031,3232300,0.0,0.0
NXPI,2024-07-30,257.3248051993278,257.3248051993278,249.260390453737,250.5745849609375,2478000,0.0,0.0
NXPI,2024-07-29,256.1201402536892,261.0882141067219,253.1930505058208,254.68646240234375,2421500,0.0,0.0
NXPI,2024-07-26,250.48499015828799,255.10462543976098,249.47943163931987,252.50607299804688,2111100,0.0,0.0
NXPI,2024-07-25,249.2604012669472,254.3380077724875,244.3420956757876,246.42291259765625,4244300,0.0,0.0
