StockID,MAE test loss (accuracy),train test loss dif %,fit
AAPL.csv,1.3818975687026978,3.7970708627716268,Overfitting
MSFT.csv,1.3418326377868652,-7.043102153992822,Underfitting
NVDA.csv,3.020008087158203,-2.6362430419771186,Underfitting
GOOGL.csv,1.5402634143829346,-5.146833135671578,Underfitting
AMZN.csv,1.7216023206710815,-5.592158248098226,Underfitting
META.csv,1.8702595233917236,-9.214871590293477,Underfitting
TSLA.csv,3.8408560752868652,0.5431986640439682,Marginal
COST.csv,1.2021358013153076,-15.60320850629274,Underfitting
NFLX.csv,2.498659133911133,-8.809172007598324,Underfitting
GOOG.csv,1.5042074918746948,-5.715717151791619,Underfitting
TMUS.csv,1.3534624576568604,-13.118790477588288,Underfitting
CSCO.csv,1.296737551689148,-9.008086684466061,Underfitting
PLTR.csv,6.03520393371582,12.318436096268027,Overfitting
LIN.csv,1.2620803117752075,-12.304159554439302,Underfitting
ISRG.csv,1.4516454935073853,-15.982127111367959,Underfitting
PEP.csv,0.9904361963272095,-12.347283380960926,Underfitting
ADBE.csv,1.7033549547195435,-2.556032860454365,Underfitting
QCOM.csv,1.9366064071655273,-6.941162601343792,Underfitting
AMD.csv,3.6327414512634277,-0.01576195743300315,Marginal
TXN.csv,1.3913118839263916,-9.066727812577499,Underfitting
INTU.csv,1.5131416320800781,-8.973232799908379,Underfitting
BKNG.csv,1.652998924255371,-6.7624139233869975,Underfitting
AMGN.csv,1.3654959201812744,-4.466252586817529,Underfitting
AMAT.csv,2.1011083126068115,-6.406561905130076,Underfitting
HON.csv,1.1326638460159302,-12.54150872884523,Underfitting
CMCSA.csv,1.3259202241897583,-8.693189085106596,Underfitting
PANW.csv,2.019426107406616,-8.55243994051543,Underfitting
SBUX.csv,1.3057708740234375,-14.059194303377415,Underfitting
ADP.csv,1.2646005153656006,-11.856321715878286,Underfitting
VRTX.csv,1.773324966430664,-4.602604481168738,Underfitting
GILD.csv,1.357534408569336,-7.885422513399812,Underfitting
APP.csv,5.094194412231445,-10.065487962473536,Underfitting
LRCX.csv,2.172605514526367,-11.302718520973526,Underfitting
MU.csv,2.667356252670288,-6.411273976473707,Underfitting
ADI.csv,1.590334177017212,-8.118059019316387,Underfitting
MELI.csv,2.666548252105713,-8.149499246508688,Underfitting
KLAC.csv,1.892013430595398,-12.507987717107143,Underfitting
CRWD.csv,3.670931816101074,-6.706982747552264,Underfitting
CEG.csv,2.782835006713867,-5.962877267561159,Underfitting
MRVL.csv,2.3278520107269287,-7.538902440791329,Underfitting
MAR.csv,1.5932706594467163,-10.771374012191547,Underfitting
FTNT.csv,2.0776584148406982,-5.992852103483764,Underfitting
INTC.csv,1.7421008348464966,-10.916351851186953,Underfitting
CDNS.csv,1.6624562740325928,-9.759545259920019,Underfitting
CTAS.csv,1.3097920417785645,-13.165744411522661,Underfitting
SNPS.csv,1.4272733926773071,-12.512708957028856,Underfitting
MDLZ.csv,1.099807620048523,-11.972844922835248,Underfitting
PYPL.csv,1.926522970199585,-8.100724521890045,Underfitting
REGN.csv,1.678027629852295,-7.505203372606818,Underfitting
PDD.csv,4.330052852630615,-8.334301561746543,Underfitting
DASH.csv,3.283325672149658,-6.238195319952659,Underfitting
ORLY.csv,2.0762948989868164,-8.009702456384527,Underfitting
MSTR.csv,4.436307430267334,-0.5795033896711207,Marginal
ADSK.csv,1.9179991483688354,-8.401643030782632,Underfitting
ASML.csv,1.8811001777648926,-11.59225368596903,Underfitting
CSX.csv,1.3993855714797974,-13.243167220514021,Underfitting
ROP.csv,1.4066317081451416,-14.268272702536674,Underfitting
ABNB.csv,2.563049554824829,-10.534555210590906,Underfitting
WDAY.csv,1.9218891859054565,-7.926957557471212,Underfitting
CPRT.csv,1.5058315992355347,-14.30162351477679,Underfitting
PCAR.csv,1.3884632587432861,-7.211837473888758,Underfitting
NXPI.csv,1.8702391386032104,-6.147382088125981,Underfitting
AEP.csv,1.0882021188735962,-11.189291853251667,Underfitting
