,symbol,Date,Open,High,Low,Close/Last,Volume,Dividends,Stock Splits
2236,TEAM,2016-03-24,24.56999969482422,24.600000381469727,23.280000686645508,23.81999969482422,700800,0.0,0.0
2237,TEAM,2016-03-23,24.75,25.06999969482422,24.19499969482422,24.6299991607666,630600,0.0,0.0
2238,TEAM,2016-03-22,23.770000457763672,25.020000457763672,23.674999237060547,24.690000534057617,465700,0.0,0.0
2239,TEAM,2016-03-21,23.399999618530277,24.270000457763672,23.06999969482422,23.920000076293945,317000,0.0,0.0
2240,TEAM,2016-03-18,24.32999992370605,24.649999618530277,23.200000762939453,23.239999771118164,570600,0.0,0.0
2241,TEAM,2016-03-17,23.979999542236328,24.670000076293945,23.73500061035156,24.420000076293945,280800,0.0,0.0
2242,TEAM,2016-03-16,23.6299991607666,24.3700008392334,23.40999984741211,24.190000534057617,528700,0.0,0.0
2243,TEAM,2016-03-15,22.51000022888184,23.59000015258789,22.299999237060547,23.5,327200,0.0,0.0
2244,TEAM,2016-03-14,22.96999931335449,23.200000762939453,22.500999450683597,22.729999542236328,201000,0.0,0.0
2245,TEAM,2016-03-11,22.36000061035156,23.56999969482422,22.209999084472656,22.96999931335449,519000,0.0,0.0
2246,TEAM,2016-03-10,21.799999237060547,22.739999771118164,21.239999771118164,22.21999931335449,616000,0.0,0.0
2247,TEAM,2016-03-09,22.549999237060547,23.770000457763672,21.57999992370605,21.770000457763672,544600,0.0,0.0
2248,TEAM,2016-03-08,22.850000381469727,23.01000022888184,22.290000915527344,22.36000061035156,305500,0.0,0.0
2249,TEAM,2016-03-07,22.979999542236328,23.8700008392334,22.489999771118164,23.030000686645508,807100,0.0,0.0
2250,TEAM,2016-03-04,23.239999771118164,23.39900016784668,22.450000762939453,23.020000457763672,591200,0.0,0.0
2251,TEAM,2016-03-03,24.040000915527344,24.489999771118164,22.850000381469727,23.0,433600,0.0,0.0
2252,TEAM,2016-03-02,23.450000762939453,24.190000534057617,23.23200035095215,24.15999984741211,516700,0.0,0.0
2253,TEAM,2016-03-01,23.86000061035156,24.25,23.15999984741211,23.600000381469727,619600,0.0,0.0
2254,TEAM,2016-02-29,23.1299991607666,23.989999771118164,23.100000381469727,23.770000457763672,723900,0.0,0.0
2255,TEAM,2016-02-26,23.46999931335449,23.670000076293945,22.809999465942383,23.299999237060547,704400,0.0,0.0
2256,TEAM,2016-02-25,23.01000022888184,23.55500030517578,22.3700008392334,23.53499984741211,418900,0.0,0.0
2257,TEAM,2016-02-24,22.34000015258789,22.670000076293945,21.690000534057617,22.559999465942383,463000,0.0,0.0
2258,TEAM,2016-02-23,21.8799991607666,22.600000381469727,21.8799991607666,22.51000022888184,819800,0.0,0.0
2259,TEAM,2016-02-22,22.100000381469727,22.989999771118164,21.899999618530277,22.11000061035156,623200,0.0,0.0
2260,TEAM,2016-02-19,21.59000015258789,22.68000030517578,20.920000076293945,22.1299991607666,920300,0.0,0.0
2261,TEAM,2016-02-18,23.239999771118164,23.93000030517578,21.88999938964844,22.0,853200,0.0,0.0
2262,TEAM,2016-02-17,22.32999992370605,23.68000030517578,22.31999969482422,23.350000381469727,976500,0.0,0.0
2263,TEAM,2016-02-16,20.399999618530277,23.770000457763672,20.399999618530277,22.18000030517578,1763100,0.0,0.0
2264,TEAM,2016-02-12,20.479999542236328,20.899999618530277,19.690000534057617,20.100000381469727,712200,0.0,0.0
2265,TEAM,2016-02-11,19.40999984741211,20.3799991607666,19.200000762939453,20.350000381469727,714600,0.0,0.0
2266,TEAM,2016-02-10,19.040000915527344,21.170000076293945,19.040000915527344,20.059999465942383,1251400,0.0,0.0
2267,TEAM,2016-02-09,17.850000381469727,19.459999084472656,17.6200008392334,18.920000076293945,1934200,0.0,0.0
2268,TEAM,2016-02-08,19.8799991607666,19.979999542236328,16.920000076293945,17.920000076293945,3170500,0.0,0.0
2269,TEAM,2016-02-05,24.0,24.059999465942383,17.549999237060547,20.190000534057617,3629800,0.0,0.0
2270,TEAM,2016-02-04,24.0,24.8799991607666,23.350000381469727,24.0,1618100,0.0,0.0
2271,TEAM,2016-02-03,21.93000030517578,24.5,21.1200008392334,23.770000457763672,550100,0.0,0.0
2272,TEAM,2016-02-02,21.040000915527344,21.81999969482422,20.670000076293945,21.34000015258789,641000,0.0,0.0
2273,TEAM,2016-02-01,20.690000534057617,21.21999931335449,20.065000534057617,21.170000076293945,753800,0.0,0.0
2274,TEAM,2016-01-29,20.989999771118164,21.75,20.520000457763672,20.770000457763672,1261200,0.0,0.0
2275,TEAM,2016-01-28,22.71999931335449,22.965999603271484,20.170000076293945,20.38999938964844,1331100,0.0,0.0
2276,TEAM,2016-01-27,24.020000457763672,24.665000915527344,22.1299991607666,22.280000686645508,427200,0.0,0.0
2277,TEAM,2016-01-26,23.68000030517578,24.200000762939453,22.57999992370605,24.01000022888184,633600,0.0,0.0
2278,TEAM,2016-01-25,24.5,24.63599967956543,23.450000762939453,23.670000076293945,581700,0.0,0.0
2279,TEAM,2016-01-22,25.11000061035156,25.325000762939453,24.270000457763672,24.61000061035156,673100,0.0,0.0
2280,TEAM,2016-01-21,22.71999931335449,25.07999992370605,22.030000686645508,24.239999771118164,759600,0.0,0.0
2281,TEAM,2016-01-20,23.209999084472656,23.65999984741211,21.6200008392334,22.6299991607666,1944800,0.0,0.0
2282,TEAM,2016-01-19,25.299999237060547,25.709999084472656,23.020000457763672,24.020000457763672,1739400,0.0,0.0
2283,TEAM,2016-01-15,26.040000915527344,26.315000534057617,24.520000457763672,25.190000534057617,1183300,0.0,0.0
2284,TEAM,2016-01-14,26.68000030517578,27.13999938964844,25.75,26.84000015258789,485200,0.0,0.0
2285,TEAM,2016-01-13,27.0,27.200000762939453,26.0,26.729999542236328,1231600,0.0,0.0
2286,TEAM,2016-01-12,27.200000762939453,27.427000045776367,26.63999938964844,26.81999969482422,809000,0.0,0.0
2287,TEAM,2016-01-11,27.100000381469727,27.5,26.950000762939453,27.1200008392334,808100,0.0,0.0
2288,TEAM,2016-01-08,27.059999465942383,27.76000022888184,26.93000030517578,27.170000076293945,455900,0.0,0.0
2289,TEAM,2016-01-07,26.549999237060547,27.319000244140625,26.459999084472656,26.96999931335449,661500,0.0,0.0
2290,TEAM,2016-01-06,26.459999084472656,27.229999542236328,26.020000457763672,27.049999237060547,619000,0.0,0.0
2291,TEAM,2016-01-05,27.90999984741211,28.0,26.270000457763672,26.770000457763672,917700,0.0,0.0
2292,TEAM,2016-01-04,28.940000534057617,29.030000686645508,27.200000762939453,27.40999984741211,1312000,0.0,0.0
2293,TEAM,2015-12-31,30.21999931335449,31.0,29.989999771118164,30.07999992370605,304900,0.0,0.0
2294,TEAM,2015-12-30,31.459999084472656,31.459999084472656,30.0,30.209999084472656,297400,0.0,0.0
2295,TEAM,2015-12-29,29.209999084472656,31.309999465942383,29.209999084472656,31.100000381469727,888100,0.0,0.0
2296,TEAM,2015-12-28,28.280000686645508,28.93000030517578,28.0,28.899999618530277,342600,0.0,0.0
2297,TEAM,2015-12-24,28.32999992370605,28.88999938964844,27.51000022888184,28.209999084472656,470800,0.0,0.0
2298,TEAM,2015-12-23,30.56999969482422,30.56999969482422,28.350000381469727,28.489999771118164,1071300,0.0,0.0
2299,TEAM,2015-12-22,30.15999984741211,30.739999771118164,29.559999465942383,30.100000381469727,954100,0.0,0.0
2300,TEAM,2015-12-21,28.84000015258789,29.86000061035156,28.75,29.350000381469727,876700,0.0,0.0
2301,TEAM,2015-12-18,27.899999618530277,28.239999771118164,27.65999984741211,28.21999931335449,945200,0.0,0.0
2302,TEAM,2015-12-17,26.940000534057617,28.18000030517578,26.649999618530277,28.01000022888184,626900,0.0,0.0
2303,TEAM,2015-12-16,26.75,26.950000762939453,26.46999931335449,26.540000915527344,483700,0.0,0.0
2304,TEAM,2015-12-15,26.38999938964844,26.948999404907227,26.299999237060547,26.5,1086400,0.0,0.0
2305,TEAM,2015-12-14,27.5,27.86000061035156,26.11000061035156,26.26000022888184,1223500,0.0,0.0
